Estimated
5.759861124456582
5.746131536421576
5.752212671238648
5.759952875738932
5.742545814296298
5.742063726463009
5.742230573524732
5.749559938935967
5.7467443653902865
5.744879097580275
5.744445120751603
5.743106077839938
5.755110497309268
5.749083654253445
